kaba	kab'a
kontakto	kontakt'o
kontaktoj	kontakt'o'j
kontaktojn	kontakt'o'j'n
kontakton	kontakt'o'n
kontaktos	kontakt'os
kontaktu	kontakt'u
kontaktus	kontakt'us
kontaktado	kontakt'ad'o
kontaktadon	kontakt'ad'o'n
kontaktalvoko	kontakt'al'vok'o
kontaktante	kontakt'ant'e
kontaktareo	kontakt'are'o
kontaktigi	kontakt'ig'i
kontaktiĝas	kontakt'iĝ'as
kontaktiĝi	kontakt'iĝ'i
kontaktiĝis	kontakt'iĝ'is
kontaktiĝo	kontakt'iĝ'o
kontaktiĝon	kontakt'iĝ'o'n
kontaktiĝos	kontakt'iĝ'os
kontaktiĝu	kontakt'iĝ'u
kontaktiĝema	kontakt'iĝ'em'a
kontaktiĝeman	kontakt'iĝ'em'a'n
kontaktilo	kontakt'il'o
kontaktiloj	kontakt'il'o'j
kontaktinformoj	kontakt'inform'o'j
kontaktita	kontakt'it'a
kontaktitaj	kontakt'it'a'j
kontaktlensoj	kontakt'lens'o'j
kontaktlensojn	kontakt'lens'o'j'n
kontanta	kontant'a
kontantan	kontant'a'n
kontante	kontant'e
kontantmono	kontant'mon'o
kontantmonon	kontant'mon'o'n
konteksta	kontekst'a
kontekstaj	kontekst'a'j
kontekstajn	kontekst'a'j'n
kontekstan	kontekst'a'n
konteksto	kontekst'o
kontekstoj	kontekst'o'j
kontempla	kontempl'a
kontemplas	kontempl'as
kontempli	kontempl'i
kontemplis	kontempl'is
kontemplo	kontempl'o
kontempladis	kontempl'ad'is
kontemplado	kontempl'ad'o
kontempladon	kontempl'ad'o'n
kontemplante	kontempl'ant'e
kontenera	kontener'a
kontenero	kontener'o
konteneroj	kontener'o'j
kontenerojn	kontener'o'j'n
kontenta	kontent'a
kontentaj	kontent'a'j
kontentajn	kontent'a'j'n
kontentan	kontent'a'n
kontentas	kontent'as
kontente	kontent'e
kontenti	kontent'i
kontentis	kontent'is
kontento	kontent'o
kontenton	kontent'o'n
kontentos	kontent'os
kontenteco	kontent'ec'o
kontentecon	kontent'ec'o'n
kontentiga	kontent'ig'a
kontentigaj	kontent'ig'a'j
kontentigajn	kontent'ig'a'j'n
kontentigan	kontent'ig'a'n
kontentigas	kontent'ig'as
kontentige	kontent'ig'e
kontentigi	kontent'ig'i
kontentigis	kontent'ig'is
kontentigo	kontent'ig'o
kontentigon	kontent'ig'o'n
kontentigos	kontent'ig'os
kontentigu	kontent'ig'u
kontentigus	kontent'ig'us
kontentigado	kontent'ig'ad'o
kontentiganta	kontent'ig'ant'a
kontentigante	kontent'ig'ant'e
kontentigebla	kontent'ig'ebl'a
kontentigita	kontent'ig'it'a
kontentigitaj	kontent'ig'it'a'j
kontentigite	kontent'ig'it'e
kontentiĝas	kontent'iĝ'as
kontentiĝi	kontent'iĝ'i
kontentiĝis	kontent'iĝ'is
kontentiĝo	kontent'iĝ'o
kontentiĝon	kontent'iĝ'o'n
kontentiĝos	kontent'iĝ'os
kontentiĝu	kontent'iĝ'u
kontestas	kontest'as
kontesti	kontest'i
kontestis	kontest'is
kontesto	kontest'o
kontestado	kontest'ad'o
kontestanto	kontest'ant'o
kontestata	kontest'at'a
kontestataj	kontest'at'a'j
kontestatajn	kontest'at'a'j'n
kontestatan	kontest'at'a'n
kontestate	kontest'at'e
kontestebla	kontest'ebl'a
kontestita	kontest'it'a
kontestitaj	kontest'it'a'j
kontinenta	kontinent'a
kontinentaj	kontinent'a'j
kontinentajn	kontinent'a'j'n
kontinentan	kontinent'a'n
kontinento	kontinent'o
kontinentoj	kontinent'o'j
kontinentojn	kontinent'o'j'n
kontinenton	kontinent'o'n
kontinentdeklivo	kontinent'dekliv'o
kontinentplatoj	kontinent'plat'o'j
kontingenco	kontingenc'o
kontingento	kontingent'o
kontingentoj	kontingent'o'j
kontingenton	kontingent'o'n
kontinua	kontinu'a
kontinuaj	kontinu'a'j
kontinuajn	kontinu'a'j'n
kontinuan	kontinu'a'n
kontinuas	kontinu'as
kontinue	kontinu'e
kontinui	kontinu'i
kontinuis	kontinu'is
kontinuo	kontinu'o
kontinuos	kontinu'os
kontinuaĵo	kontinu'aĵ'o
kontinueco	kontinu'ec'o
kontinuecon	kontinu'ec'o'n
kontinuigebla	kontinu'ig'ebl'a
kontinuigeblan	kontinu'ig'ebl'a'n
kontinukurenta	kontinu'kurent'a
kontinuumo	kontinu'um'o
kontinuumon	kontinu'um'o'n
kontoro	kontor'o
kontoron	kontor'o'n
kontoristo	kontor'ist'o
kontrabandi	kontraband'i
kontrabandis	kontraband'is
kontrabando	kontraband'o
kontrabandado	kontraband'ad'o
kontrabandadon	kontraband'ad'o'n
kontrabandisto	kontraband'ist'o
kontrabandistoj	kontraband'ist'o'j
kontrabandita	kontraband'it'a
kontrabaso	kontrabas'o
kontrabasoj	kontrabas'o'j
kontrabason	kontrabas'o'n
kontrabasisto	kontrabas'ist'o
kontrabasistoj	kontrabas'ist'o'j
kontrakta	kontrakt'a
kontraktaj	kontrakt'a'j
kontraktajn	kontrakt'a'j'n
kontraktas	kontrakt'as
kontrakte	kontrakt'e
kontrakti	kontrakt'i
kontraktis	kontrakt'is
kontrakto	kontrakt'o
kontraktoj	kontrakt'o'j
kontraktojn	kontrakt'o'j'n
kontrakton	kontrakt'o'n
kontraktado	kontrakt'ad'o
kontraktiĝas	kontrakt'iĝ'as
kontraktiĝi	kontrakt'iĝ'i
kontraktiĝis	kontrakt'iĝ'is
kontraktita	kontrakt'it'a
kontraktitaj	kontrakt'it'a'j
kontrapunkta	kontrapunkt'a
kontrapunktaj	kontrapunkt'a'j
kontrapunkto	kontrapunkt'o
kontrasta	kontrast'a
kontrastaj	kontrast'a'j
kontrastajn	kontrast'a'j'n
kontrastan	kontrast'a'n
kontrastas	kontrast'as
kontraste	kontrast'e
kontrasti	kontrast'i
kontrastis	kontrast'is
kontrasto	kontrast'o
kontrastoj	kontrast'o'j
kontrastojn	kontrast'o'j'n
kontraston	kontrast'o'n
kontrastado	kontrast'ad'o
kontrastante	kontrast'ant'e
kontrastiga	kontrast'ig'a
kontrastigaj	kontrast'ig'a'j
kontrastigas	kontrast'ig'as
kontrastigi	kontrast'ig'i
kontrastita	kontrast'it'a
kontrastitaj	kontrast'it'a'j
kontrau	kontraŭ
kontraŭ	kontraŭ
kontraua	kontraŭ'a
kontraŭa	kontraŭ'a
kontrauaj	kontraŭ'a'j
kontraŭaj	kontraŭ'a'j
kontraŭajn	kontraŭ'a'j'n
kontrauan	kontraŭ'a'n
kontraŭan	kontraŭ'a'n
kontrauas	kontraŭ'as
kontraŭas	kontraŭ'as
kontraue	kontraŭ'e
kontraŭe	kontraŭ'e
kontraŭen	kontraŭ'e'n
kontraŭi	kontraŭ'i
kontrauis	kontraŭ'is
kontraŭis	kontraŭ'is
kontraŭo	kontraŭ'o
kontraŭoj	kontraŭ'o'j
kontraŭon	kontraŭ'o'n
kontraŭos	kontraŭ'os
kontraŭu	kontraŭ'u
kontraŭus	kontraŭ'us
kontraŭado	kontraŭ'ad'o
kontraŭagas	kontraŭ'ag'as
kontraŭagi	kontraŭ'ag'i
kontraŭagis	kontraŭ'ag'is
kontraŭaĵo	kontraŭ'aĵ'o
kontraŭaĵoj	kontraŭ'aĵ'o'j
kontraŭaĵojn	kontraŭ'aĵ'o'j'n
kontraŭaĵon	kontraŭ'aĵ'o'n
kontraŭante	kontraŭ'ant'e
kontraŭantoj	kontraŭ'ant'o'j
kontraŭantibiotika	kontraŭ'antibiotik'a
kontraŭargumento	kontraŭ'argument'o
kontraŭargumentoj	kontraŭ'argument'o'j
kontraŭargumentojn	kontraŭ'argument'o'j'n
kontraŭargumenton	kontraŭ'argument'o'n
kontraŭatakis	kontraŭ'atak'is
kontraŭatako	kontraŭ'atak'o
kontraŭatakoj	kontraŭ'atak'o'j
kontraŭatakojn	kontraŭ'atak'o'j'n
kontraŭatakon	kontraŭ'atak'o'n
kontraŭaviadila	kontraŭ'aviad'il'a
kontraŭaviadilaj	kontraŭ'aviad'il'a'j
kontraŭbakteria	kontraŭ'bakteri'a
kontraubatalas	kontraŭ'batal'as
kontraŭbatalas	kontraŭ'batal'as
kontraubatali	kontraŭ'batal'i
kontraŭbatali	kontraŭ'batal'i
kontraŭbatalis	kontraŭ'batal'is
kontraŭbatalo	kontraŭ'batal'o
kontraŭbatalos	kontraŭ'batal'os
kontraŭbatalu	kontraŭ'batal'u
kontraŭbatalus	kontraŭ'batal'us
kontraŭbatalado	kontraŭ'batal'ad'o
kontraŭbatalanta	kontraŭ'batal'ant'a
kontraŭbatalantaj	kontraŭ'batal'ant'a'j
kontraŭbatalante	kontraŭ'batal'ant'e
kontraŭbatalita	kontraŭ'batal'it'a
kontraŭbatalitaj	kontraŭ'batal'it'a'j
kontraŭdira	kontraŭ'dir'a
kontraŭdiraj	kontraŭ'dir'a'j
kontraŭdirajn	kontraŭ'dir'a'j'n
kontraŭdiras	kontraŭ'dir'as
kontraŭdiri	kontraŭ'dir'i
kontraŭdiris	kontraŭ'dir'is
kontraŭdiro	kontraŭ'dir'o
kontraudiroj	kontraŭ'dir'o'j
kontraŭdiroj	kontraŭ'dir'o'j
kontraŭdirojn	kontraŭ'dir'o'j'n
kontraŭdiron	kontraŭ'dir'o'n
kontraŭdiros	kontraŭ'dir'os
kontraŭdiru	kontraŭ'dir'u
kontraŭdirus	kontraŭ'dir'us
kontraŭdirante	kontraŭ'dir'ant'e
kontraŭdirita	kontraŭ'dir'it'a
kontraŭdolorilo	kontraŭ'dolor'il'o
kontraŭdoloriloj	kontraŭ'dolor'il'o'j
kontraŭeco	kontraŭ'ec'o
kontraŭecoj	kontraŭ'ec'o'j
kontraŭecon	kontraŭ'ec'o'n
kontraŭeklezia	kontraŭ'eklezi'a
kontraŭekzemplo	kontraŭ'ekzempl'o
kontraŭfaŝisma	kontraŭ'faŝism'a
kontraŭfaŝismaj	kontraŭ'faŝism'a'j
kontraŭflua	kontraŭ'flu'a
kontraŭfluaj	kontraŭ'flu'a'j
kontraŭfluan	kontraŭ'flu'a'n
kontraŭflue	kontraŭ'flu'e
kontraŭfortaj	kontraŭ'fort'a'j
kontraŭforto	kontraŭ'fort'o
kontraŭfrapo	kontraŭ'frap'o
kontraŭfundamenta	kontraŭ'fundament'a
kontraŭgermana	kontraŭ'german'a
kontraŭhoma	kontraŭ'hom'a
kontraŭimperiisma	kontraŭ'imperi'ism'a
kontraŭimperiismo	kontraŭ'imperi'ism'o
kontraŭinflama	kontraŭ'inflam'a
kontraŭinflamaj	kontraŭ'inflam'a'j
kontraŭiniciatoj	kontraŭ'iniciat'o'j
kontraŭiniciatojn	kontraŭ'iniciat'o'j'n
kontraŭintuicia	kontraŭ'intuici'a
kontraŭislama	kontraŭ'islam'a
kontraŭita	kontraŭ'it'a
kontraŭjapana	kontraŭ'japan'a
kontraŭjuda	kontraŭ'jud'a
kontraŭjudaj	kontraŭ'jud'a'j
kontraŭjudismo	kontraŭ'jud'ism'o
kontraŭkancera	kontraŭ'kancer'a
kontraŭkanceraj	kontraŭ'kancer'a'j
kontraŭkapitalisma	kontraŭ'kapital'ism'a
kontraŭkatastrofa	kontraŭ'katastrof'a
kontraŭkatastrofan	kontraŭ'katastrof'a'n
kontraŭkolonia	kontraŭ'koloni'a
kontraŭkomunista	kontraŭ'komun'ist'a
kontraŭkomunistaj	kontraŭ'komun'ist'a'j
kontraŭkoncipa	kontraŭ'koncip'a
kontraŭkoncipaj	kontraŭ'koncip'a'j
kontraŭkoncipo	kontraŭ'koncip'o
kontraŭkoncipado	kontraŭ'koncip'ad'o
kontraŭkoncipilo	kontraŭ'koncip'il'o
kontraŭkoncipiloj	kontraŭ'koncip'il'o'j
kontraŭkoncipilojn	kontraŭ'koncip'il'o'j'n
kontraŭkonstitucia	kontraŭ'konstituci'a
kontraŭkonstituciaj	kontraŭ'konstituci'a'j
kontraŭkorupta	kontraŭ'korupt'a
kontraŭkristana	kontraŭ'krist'an'a
kontraŭkristanaj	kontraŭ'krist'an'a'j
kontraŭkultura	kontraŭ'kultur'a
kontraŭkulturo	kontraŭ'kultur'o
kontraŭleĝa	kontraŭ'leĝ'a
kontraŭleĝaj	kontraŭ'leĝ'a'j
kontraŭleĝajn	kontraŭ'leĝ'a'j'n
kontraŭleĝan	kontraŭ'leĝ'a'n
kontraŭleĝe	kontraŭ'leĝ'e
kontraŭleĝeco	kontraŭ'leĝ'ec'o
kontraŭlumo	kontraŭ'lum'o
kontraŭmetas	kontraŭ'met'as
kontraŭmetis	kontraŭ'met'is
kontraŭmilita	kontraŭ'milit'a
kontraŭmilitaj	kontraŭ'milit'a'j
kontraŭmisila	kontraŭ'misil'a
kontraŭmisilan	kontraŭ'misil'a'n
kontraŭnatura	kontraŭ'natur'a
kontraŭnuklea	kontraŭ'nukle'a
kontraŭnukleaj	kontraŭ'nukle'a'j
kontraŭofensivo	kontraŭ'ofensiv'o
kontraŭparalela	kontraŭ'paralel'a
kontraŭparalelaj	kontraŭ'paralel'a'j
kontraŭparto	kontraŭ'part'o
kontraŭpersonaj	kontraŭ'person'a'j
kontraŭpezi	kontraŭ'pez'i
kontraŭpezo	kontraŭ'pez'o
kontraŭpezilo	kontraŭ'pez'il'o
kontraŭpezilon	kontraŭ'pez'il'o'n
kontraŭpruvi	kontraŭ'pruv'i
kontraŭpruvita	kontraŭ'pruv'it'a
kontraŭreago	kontraŭ're'ag'o
kontraŭreagon	kontraŭ're'ag'o'n
kontraŭreformacio	kontraŭ'reformaci'o
kontraŭregistara	kontraŭ'reg'ist'ar'a
kontraŭregistaraj	kontraŭ'reg'ist'ar'a'j
kontraŭreligia	kontraŭ'religi'a
kontraŭreligiaj	kontraŭ'religi'a'j
kontraŭretrovirusa	kontraŭ'retro'virus'a
kontraŭretrovirusaj	kontraŭ'retro'virus'a'j
kontraŭrevolucia	kontraŭ'revoluci'a
kontraŭrevoluciaj	kontraŭ'revoluci'a'j
kontraŭrevolucio	kontraŭ'revoluci'o
kontraŭsecesia	kontraŭ'secesi'a
kontraŭsekso	kontraŭ'seks'o
kontraŭsimetria	kontraŭ'simetri'a
kontraŭsocia	kontraŭ'soci'a
kontraŭsovetia	kontraŭ'soveti'a
kontraŭspionado	kontraŭ'spion'ad'o
kontraŭstara	kontraŭ'star'a
kontraŭstaraj	kontraŭ'star'a'j
kontraŭstarajn	kontraŭ'star'a'j'n
kontraŭstaran	kontraŭ'star'a'n
kontraustaras	kontraŭ'star'as
kontraŭstaras	kontraŭ'star'as
kontraŭstare	kontraŭ'star'e
kontraustari	kontraŭ'star'i
kontraŭstari	kontraŭ'star'i
kontraŭstaris	kontraŭ'star'is
kontraustaro	kontraŭ'star'o
kontraŭstaro	kontraŭ'star'o
kontraŭstaroj	kontraŭ'star'o'j
kontraŭstarojn	kontraŭ'star'o'j'n
kontraŭstaron	kontraŭ'star'o'n
kontraŭstaros	kontraŭ'star'os
kontraŭstaru	kontraŭ'star'u
kontraŭstarus	kontraŭ'star'us
kontraŭstarado	kontraŭ'star'ad'o
kontraŭstaranta	kontraŭ'star'ant'a
kontraŭstarantaj	kontraŭ'star'ant'a'j
kontraŭstarantajn	kontraŭ'star'ant'a'j'n
kontraŭstarante	kontraŭ'star'ant'e
kontraŭstarigas	kontraŭ'star'ig'as
kontraŭstarigi	kontraŭ'star'ig'i
kontraŭtanka	kontraŭ'tank'a
kontraŭtankaj	kontraŭ'tank'a'j
kontraŭtertrema	kontraŭ'ter'trem'a
kontraŭterorisma	kontraŭ'teror'ism'a
kontraŭterorismaj	kontraŭ'teror'ism'a'j
kontraŭterorisman	kontraŭ'teror'ism'a'n
kontraŭterorismo	kontraŭ'teror'ism'o
kontraŭtumultaj	kontraŭ'tumult'a'j
kontraŭturkaj	kontraŭ'turk'a'j
kontrauulo	kontraŭ'ul'o
kontraŭulo	kontraŭ'ul'o
kontrauuloj	kontraŭ'ul'o'j
kontraŭuloj	kontraŭ'ul'o'j
kontraŭulojn	kontraŭ'ul'o'j'n
kontraŭulon	kontraŭ'ul'o'n
kontraŭusonaj	kontraŭ'uson'a'j
kontraŭvarma	kontraŭ'varm'a
kontraŭveneno	kontraŭ'venen'o
kontraŭvenenon	kontraŭ'venen'o'n
kontraŭvirusa	kontraŭ'virus'a
kontraŭvirusilo	kontraŭ'virus'il'o
kontraŭvola	kontraŭ'vol'a
kontraŭvolaj	kontraŭ'vol'a'j
kontraŭvolan	kontraŭ'vol'a'n
kontraŭvole	kontraŭ'vol'e
kontreo	kontre'o
kontreon	kontre'o'n
kontribuas	kontribu'as
kontribui	kontribu'i
kontribuis	kontribu'is
kontribuo	kontribu'o
kontribuoj	kontribu'o'j
kontribuojn	kontribu'o'j'n
kontribuon	kontribu'o'n
kontribuos	kontribu'os
kontribuu	kontribu'u
kontribuus	kontribu'us
kontribuado	kontribu'ad'o
kontribuadon	kontribu'ad'o'n
kontribuaĵo	kontribu'aĵ'o
kontribuaĵoj	kontribu'aĵ'o'j
kontribuaĵojn	kontribu'aĵ'o'j'n
kontribuaĵon	kontribu'aĵ'o'n
kontribuanta	kontribu'ant'a
kontribuantaj	kontribu'ant'a'j
kontribuante	kontribu'ant'e
kontribuanto	kontribu'ant'o
kontribuantoj	kontribu'ant'o'j
kontribuantojn	kontribu'ant'o'j'n
kontribuintoj	kontribu'int'o'j
kontribuita	kontribu'it'a
kontribuitaj	kontribu'it'a'j
kontribuite	kontribu'it'e
kontribucio	kontribuci'o
kontribucion	kontribuci'o'n
kontrola	kontrol'a
kontrolaj	kontrol'a'j
kontrolajn	kontrol'a'j'n
kontrolan	kontrol'a'n
kontrolas	kontrol'as
kontroli	kontrol'i
kontrolis	kontrol'is
kontrolo	kontrol'o
kontroloj	kontrol'o'j
kontrolojn	kontrol'o'j'n
kontrolon	kontrol'o'n
kontrolos	kontrol'os
kontrolu	kontrol'u
kontrolus	kontrol'us
kontrolado	kontrol'ad'o
kontroladon	kontrol'ad'o'n
kontrolanta	kontrol'ant'a
kontrolantaj	kontrol'ant'a'j
kontrolante	kontrol'ant'e
kontrolanto	kontrol'ant'o
kontrolantoj	kontrol'ant'o'j
kontrolata	kontrol'at'a
kontrolataj	kontrol'at'a'j
kontrolebla	kontrol'ebl'a
kontroleblaj	kontrol'ebl'a'j
kontrolejo	kontrol'ej'o
kontrolgrupo	kontrol'grup'o
kontroligi	kontrol'ig'i
kontrolilo	kontrol'il'o
kontroliloj	kontrol'il'o'j
kontrolinstanco	kontrol'instanc'o
kontrolinterfacoj	kontrol'inter'fac'o'j
kontrolisto	kontrol'ist'o
kontrolistoj	kontrol'ist'o'j
kontrolistojn	kontrol'ist'o'j'n
kontroliston	kontrol'ist'o'n
kontrolita	kontrol'it'a
kontrolitaj	kontrol'it'a'j
kontrolitajn	kontrol'it'a'j'n
kontrolitan	kontrol'it'a'n
kontrolite	kontrol'it'e
kontrolpanelo	kontrol'panel'o
kontrolpunktojn	kontrol'punkt'o'j'n
kontrolsistemo	kontrol'sistem'o
kontrolsistemoj	kontrol'sistem'o'j
kontrolsistemojn	kontrol'sistem'o'j'n
kontrolsistemon	kontrol'sistem'o'n
konturas	kontur'as
konturi	kontur'i
konturis	kontur'is
konturo	kontur'o
konturoj	kontur'o'j
konturojn	kontur'o'j'n
konturon	kontur'o'n
konturado	kontur'ad'o
konturiĝas	kontur'iĝ'as
konturiĝis	kontur'iĝ'is
konturita	kontur'it'a
konturitaj	kontur'it'a'j
kontuzis	kontuz'is
kontuzo	kontuz'o
kontuzoj	kontuz'o'j
kontuzon	kontuz'o'n
kontuzita	kontuz'it'a
konusa	konus'a
konusaj	konus'a'j
konusan	konus'a'n
konuso	konus'o
konusoj	konus'o'j
konusojn	konus'o'j'n
konuson	konus'o'n
konusĉeloj	konus'ĉel'o'j
konusetoj	konus'et'o'j
konusforma	konus'form'a
konusformaj	konus'form'a'j
konvalesko	konvalesk'o
konvekcio	konvekci'o
konveksa	konveks'a
konveksaj	konveks'a'j
konveksajn	konveks'a'j'n
konveksan	konveks'a'n
konvekseco	konveks'ec'o
konvekta	konvekt'a
konvektaj	konvekt'a'j
konvektan	konvekt'a'n
konvena	konven'a
konvenaj	konven'a'j
konvenajn	konven'a'j'n
konvenan	konven'a'n
konvenas	konven'as
konvene	konven'e
konveni	konven'i
konvenis	konven'is
konveno	konven'o
konvenos	konven'os
konvenus	konven'us
konvenanta	konven'ant'a
konvenante	konven'ant'e
konveneco	konven'ec'o
konvenigita	konven'ig'it'a
konvenigitaj	konven'ig'it'a'j
konvenita	konven'it'a
konvenitaj	konven'it'a'j
konvenite	konven'it'e
konvencia	konvenci'a
konvenciaj	konvenci'a'j
konvenciajn	konvenci'a'j'n
konvencian	konvenci'a'n
konvencie	konvenci'e
konvencio	konvenci'o
konvencioj	konvenci'o'j
konvenciojn	konvenci'o'j'n
konvencion	konvenci'o'n
konventa	konvent'a
konvento	konvent'o
konverĝa	konverĝ'a
konverĝaj	konverĝ'a'j
konverĝan	konverĝ'a'n
konverĝas	konverĝ'as
konverĝi	konverĝ'i
konverĝis	konverĝ'is
konverĝo	konverĝ'o
konverĝon	konverĝ'o'n
konversado	konvers'ad'o
konversacia	konversaci'a
konversaciaj	konversaci'a'j
konversaciajn	konversaci'a'j'n
konversacian	konversaci'a'n
konversacias	konversaci'as
konversacii	konversaci'i
konversaciis	konversaci'is
konversacio	konversaci'o
konversacioj	konversaci'o'j
konversaciojn	konversaci'o'j'n
konversacion	konversaci'o'n
konversaciado	konversaci'ad'o
konversaciante	konversaci'ant'e
konversacianto	konversaci'ant'o
konversaciantoj	konversaci'ant'o'j
konverta	konvert'a
konvertaj	konvert'a'j
konvertajn	konvert'a'j'n
konvertan	konvert'a'n
konvertas	konvert'as
konverti	konvert'i
konvertis	konvert'is
konverto	konvert'o
konvertoj	konvert'o'j
konverton	konvert'o'n
konvertado	konvert'ad'o
konvertante	konvert'ant'e
konvertebla	konvert'ebl'a
konverteblaj	konvert'ebl'a'j
konvertiĝas	konvert'iĝ'as
konvertiĝi	konvert'iĝ'i
konvertiĝis	konvert'iĝ'is
konvertiĝo	konvert'iĝ'o
konvertiĝoj	konvert'iĝ'o'j
konvertiĝojn	konvert'iĝ'o'j'n
konvertiĝon	konvert'iĝ'o'n
konvertiĝu	konvert'iĝ'u
konvertilo	konvert'il'o
konvertismo	konvert'ism'o
konvertita	konvert'it'a
konvertitaj	konvert'it'a'j
konvertito	konvert'it'o
konvertitoj	konvert'it'o'j
konvertitojn	konvert'it'o'j'n
konvinka	konvink'a
konvinkaj	konvink'a'j
konvinkajn	konvink'a'j'n
konvinkan	konvink'a'n
konvinkas	konvink'as
konvinke	konvink'e
konvinki	konvink'i
konvinkis	konvink'is
konvinko	konvink'o
konvinkoj	konvink'o'j
konvinkojn	konvink'o'j'n
konvinkon	konvink'o'n
konvinkos	konvink'os
konvinku	konvink'u
konvinkado	konvink'ad'o
konvinkanta	konvink'ant'a
konvinkante	konvink'ant'e
konvinkiĝas	konvink'iĝ'as
konvinkiĝi	konvink'iĝ'i
konvinkiĝis	konvink'iĝ'is
konvinkiĝo	konvink'iĝ'o
konvinkiĝoj	konvink'iĝ'o'j
konvinkiĝojn	konvink'iĝ'o'j'n
konvinkiĝon	konvink'iĝ'o'n
konvinkiĝos	konvink'iĝ'os
konvinkiĝu	konvink'iĝ'u
konvinkiĝinte	konvink'iĝ'int'e
konvinkinta	konvink'int'a
konvinkita	konvink'it'a
konvinkitaj	konvink'it'a'j
konvinkite	konvink'it'e
konvinkiteco	konvink'it'ec'o
konvojo	konvoj'o
konvojoj	konvoj'o'j
konvojojn	konvoj'o'j'n
konvojon	konvoj'o'n
konvulsia	konvulsi'a
konvulsias	konvulsi'as
konvulsie	konvulsi'e
konvulsiis	konvulsi'is
konvulsio	konvulsi'o
konvulsioj	konvulsi'o'j
konvulsiojn	konvulsi'o'j'n
konvulsion	konvulsi'o'n
konzerno	konzern'o
konzernoj	konzern'o'j
konzernojn	konzern'o'j'n
konzernon	konzern'o'n
konzolo	konzol'o
konzoloj	konzol'o'j
konzolon	konzol'o'n
koopera	kooper'a
kooperaj	kooper'a'j
kooperajn	kooper'a'j'n
kooperan	kooper'a'n
koopere	kooper'e
kooperado	kooper'ad'o
kooperativa	kooperativ'a
kooperativaj	kooperativ'a'j
kooperativo	kooperativ'o
kooperativoj	kooperativ'o'j
kooperativojn	kooperativ'o'j'n
kooperativon	kooperativ'o'n
kooperativismo	kooperativ'ism'o
koordinata	koordinat'a
koordinato	koordinat'o
koordinatoj	koordinat'o'j
koordinatojn	koordinat'o'j'n
koordinatsistemo	koordinat'sistem'o
koordinatsistemoj	koordinat'sistem'o'j
koordinatsistemon	koordinat'sistem'o'n
kopeko	kopek'o
kopekoj	kopek'o'j
kopekojn	kopek'o'j'n
kopekon	kopek'o'n
kopenhaga	kopenhag'a
kopenhagan	kopenhag'a'n
kopenhago	kopenhag'o
kopenhagon	kopenhag'o'n
kopernika	kopernik'a
koperniko	kopernik'o
kopia	kopi'a
kopias	kopi'as
kopie	kopi'e
kopii	kopi'i
kopiis	kopi'is
kopio	kopi'o
kopioj	kopi'o'j
kopiojn	kopi'o'j'n
kopion	kopi'o'n
kopios	kopi'os
kopiu	kopi'u
kopiado	kopi'ad'o
kopiadon	kopi'ad'o'n
kopiaĵo	kopi'aĵ'o
kopiaĵoj	kopi'aĵ'o'j
kopiaĵon	kopi'aĵ'o'n
kopiante	kopi'ant'e
kopiisto	kopi'ist'o
kopiistoj	kopi'ist'o'j
kopiita	kopi'it'a
kopiitaj	kopi'it'a'j
kopirajta	kopi'rajt'a
kopirajtaj	kopi'rajt'a'j
kopirajto	kopi'rajt'o
kopirajtoj	kopi'rajt'o'j
kopirajtojn	kopi'rajt'o'j'n
kopirajton	kopi'rajt'o'n
kopirajtigita	kopi'rajt'ig'it'a
kopirajtigitaj	kopi'rajt'ig'it'a'j
kopirajtigitan	kopi'rajt'ig'it'a'n
kopirajtleĝo	kopi'rajt'leĝ'o
kopirajtleĝoj	kopi'rajt'leĝ'o'j
kopirajtomalrespekto	kopi'rajt'o'mal'respekt'o
kopirajtoposedanto	kopi'rajt'o'posed'ant'o
kopirajtprotektado	kopi'rajt'protekt'ad'o
kopirajtulo	kopi'rajt'ul'o
kopirajtuloj	kopi'rajt'ul'o'j
kopta	kopt'a
koptaj	kopt'a'j
kopto	kopt'o
koptoj	kopt'o'j
kopulacias	kopulaci'as
kopulacio	kopulaci'o
kopulacioj	kopulaci'o'j
kora	kor'a
koraj	kor'a'j
korajn	kor'a'j'n
koran	kor'a'n
kore	kor'e
koro	kor'o
koroj	kor'o'j
korojn	kor'o'j'n
koron	kor'o'n
koramiko	kor'amik'o
koramikoj	kor'amik'o'j
koramikon	kor'amik'o'n
koramikino	kor'amik'in'o
koramikinojn	kor'amik'in'o'j'n
koramikinon	kor'amik'in'o'n
koratako	kor'atak'o
koratakoj	kor'atak'o'j
koratakon	kor'atak'o'n
korbato	kor'bat'o
korbatoj	kor'bat'o'j
korbatojn	kor'bat'o'j'n
korbatado	kor'bat'ad'o
korbatadon	kor'bat'ad'o'n
kordoloro	kor'dolor'o
kordoloron	kor'dolor'o'n
koreco	kor'ec'o
koregan	kor'eg'a'n
korege	kor'eg'e
korfavora	kor'favor'a
korforma	kor'form'a
korformaj	kor'form'a'j
korfrekvenco	kor'frekvenc'o
korfrekvencon	kor'frekvenc'o'n
korhalto	kor'halt'o
korhalton	kor'halt'o'n
korinklino	kor'inklin'o
korinklinon	kor'inklin'o'n
kormalsano	kor'mal'san'o
kormalsanoj	kor'mal'san'o'j
kormalsanon	kor'mal'san'o'n
kormuskolo	kor'muskol'o
korprema	kor'prem'a
korproblemoj	kor'problem'o'j
korstimuliloj	kor'stimul'il'o'j
korŝira	kor'ŝir'a
