ebena	eben'a
evidentiĝi	evident'iĝ'i
evidentiĝis	evident'iĝ'is
evidentiĝos	evident'iĝ'os
evitas	evit'as
evite	evit'e
eviti	evit'i
evitis	evit'is
evito	evit'o
evitos	evit'os
evitu	evit'u
evitus	evit'us
evitadis	evit'ad'is
evitado	evit'ad'o
evitadon	evit'ad'o'n
evitanta	evit'ant'a
evitantaj	evit'ant'a'j
evitante	evit'ant'e
evitata	evit'at'a
evitataj	evit'at'a'j
evitebla	evit'ebl'a
eviteblaj	evit'ebl'a'j
eviteblas	evit'ebl'as
evitema	evit'em'a
eviteme	evit'em'e
evitenda	evit'end'a
evitendaj	evit'end'a'j
evitigas	evit'ig'as
evitigi	evit'ig'i
evitigis	evit'ig'is
evitinda	evit'ind'a
evitindaj	evit'ind'a'j
evitinta	evit'int'a
evitisto	evit'ist'o
evitita	evit'it'a
evititaj	evit'it'a'j
evolua	evolu'a
evoluaj	evolu'a'j
evoluajn	evolu'a'j'n
evoluan	evolu'a'n
evoluas	evolu'as
evolue	evolu'e
evolui	evolu'i
evoluis	evolu'is
evoluo	evolu'o
evoluoj	evolu'o'j
evoluojn	evolu'o'j'n
evoluon	evolu'o'n
evoluos	evolu'os
evoluu	evolu'u
evoluus	evolu'us
evoluadis	evolu'ad'is
evoluado	evolu'ad'o
evoluadoj	evolu'ad'o'j
evoluadojn	evolu'ad'o'j'n
evoluadon	evolu'ad'o'n
evoluanta	evolu'ant'a
evoluantaj	evolu'ant'a'j
evoluantajn	evolu'ant'a'j'n
evoluantan	evolu'ant'a'n
evoluante	evolu'ant'e
evoluhelpo	evolu'help'o
evoluiga	evolu'ig'a
evoluigaj	evolu'ig'a'j
evoluigajn	evolu'ig'a'j'n
evoluigan	evolu'ig'a'n
evoluigas	evolu'ig'as
evoluigi	evolu'ig'i
evoluigis	evolu'ig'is
evoluigo	evolu'ig'o
evoluigon	evolu'ig'o'n
evoluigos	evolu'ig'os
evoluigu	evolu'ig'u
evoluigus	evolu'ig'us
evoluigado	evolu'ig'ad'o
evoluiganta	evolu'ig'ant'a
evoluigantaj	evolu'ig'ant'a'j
evoluigante	evolu'ig'ant'e
evoluigata	evolu'ig'at'a
evoluiginta	evolu'ig'int'a
evoluigita	evolu'ig'it'a
evoluigitaj	evolu'ig'it'a'j
evoluigitajn	evolu'ig'it'a'j'n
evoluigitan	evolu'ig'it'a'n
evoluigite	evolu'ig'it'e
evoluigteamo	evolu'ig'team'o
evoluiĝas	evolu'iĝ'as
evoluiĝi	evolu'iĝ'i
evoluiĝis	evolu'iĝ'is
evoluiĝo	evolu'iĝ'o
evoluiĝinta	evolu'iĝ'int'a
evoluinta	evolu'int'a
evoluintaj	evolu'int'a'j
evoluintajn	evolu'int'a'j'n
evoluintan	evolu'int'a'n
evoluisma	evolu'ism'a
evoluismo	evolu'ism'o
evoluistoj	evolu'ist'o'j
evoluita	evolu'it'a
evoluitaj	evolu'it'a'j
evolulando	evolu'land'o
evolulandoj	evolu'land'o'j
evolulandojn	evolu'land'o'j'n
evoluteorio	evolu'teori'o
evolucia	evoluci'a
evolucio	evoluci'o
evolucion	evoluci'o'n
ezofaga	ezofag'a
ezofago	ezofag'o
ezoko	ezok'o
ezokon	ezok'o'n
ezopo	ezop'o
