paca	pac'a
potencojn	potenc'o'j'n
potencon	potenc'o'n
potencaŭtoj	potenc'aŭt'o'j
potencavido	potenc'avid'o
potencdenseco	potenc'dens'ec'o
potencdensecon	potenc'dens'ec'o'n
potencdissendo	potenc'dis'send'o
potencdisipado	potenc'disip'ad'o
potencdistribuo	potenc'distribu'o
potencega	potenc'eg'a
potencekvilibro	potenc'ekvilibr'o
potencekvilibron	potenc'ekvilibr'o'n
potencigi	potenc'ig'i
potencigo	potenc'ig'o
potenciĝis	potenc'iĝ'is
potencpostulo	potenc'postul'o
potencpostuloj	potenc'postul'o'j
potencpreno	potenc'pren'o
potencrivaleco	potenc'rival'ec'o
potenculo	potenc'ul'o
potenculoj	potenc'ul'o'j
potenculojn	potenc'ul'o'j'n
potencularo	potenc'ul'ar'o
potenciala	potencial'a
potencialaj	potencial'a'j
potencialajn	potencial'a'j'n
potencialan	potencial'a'n
potenciale	potencial'e
potencialo	potencial'o
potencialoj	potencial'o'j
potencialojn	potencial'o'j'n
potencialon	potencial'o'n
potenciometro	potenciometr'o
poŭpo	poŭp'o
pova	pov'a
povaj	pov'a'j
povan	pov'a'n
povas	pov'as
pove	pov'e
povi	pov'i
povis	pov'is
povo	pov'o
povoj	pov'o'j
povojn	pov'o'j'n
povon	pov'o'n
povos	pov'os
povu	pov'u
povus	pov'us
povanta	pov'ant'a
povantaj	pov'ant'a'j
povantan	pov'ant'a'n
povante	pov'ant'e
povdisiĝo	pov'dis'iĝ'o
povega	pov'eg'a
povegaj	pov'eg'a'j
povigas	pov'ig'as
povigi	pov'ig'i
povigis	pov'ig'is
povigo	pov'ig'o
povigon	pov'ig'o'n
povigado	pov'ig'ad'o
povigita	pov'ig'it'a
povigitaj	pov'ig'it'a'j
povinta	pov'int'a
povintaj	pov'int'a'j
povinte	pov'int'e
povintus	pov'int'us
povoscias	pov'o'sci'as
povosciis	pov'o'sci'is
povosistemo	pov'o'sistem'o
povosistemoj	pov'o'sistem'o'j
povovakuo	pov'o'vaku'o
povuma	pov'um'a
povumo	pov'um'o
povumon	pov'um'o'n
povra	povr'a
povraj	povr'a'j
povrajn	povr'a'j'n
povran	povr'a'n
povreco	povr'ec'o
povrulo	povr'ul'o
povruloj	povr'ul'o'j
povrulon	povr'ul'o'n
pozas	poz'as
pozi	poz'i
pozis	poz'is
pozo	poz'o
pozoj	poz'o'j
pozojn	poz'o'j'n
pozon	poz'o'n
pozado	poz'ad'o
pozanta	poz'ant'a
pozantaj	poz'ant'a'j
pozante	poz'ant'e
pozita	poz'it'a
pozitaj	poz'it'a'j
pozicia	pozici'a
poziciaj	pozici'a'j
pozician	pozici'a'n
pozicio	pozici'o
pozicioj	pozici'o'j
poziciojn	pozici'o'j'n
pozicion	pozici'o'n
poziciigas	pozici'ig'as
poziciigi	pozici'ig'i
poziciigis	pozici'ig'is
poziciigado	pozici'ig'ad'o
poziciigadon	pozici'ig'ad'o'n
poziciigante	pozici'ig'ant'e
poziciigita	pozici'ig'it'a
poziciigitaj	pozici'ig'it'a'j
poziciita	pozici'it'a
pozidono	pozidon'o
pozidonon	pozidon'o'n
pozitiva	pozitiv'a
pozitivaj	pozitiv'a'j
pozitivajn	pozitiv'a'j'n
pozitivan	pozitiv'a'n
pozitive	pozitiv'e
pozitivo	pozitiv'o
pozitivoj	pozitiv'o'j
pozitivon	pozitiv'o'n
pozitivismo	pozitiv'ism'o
pozitivisto	pozitiv'ist'o
pozitivistoj	pozitiv'ist'o'j
pozitrona	pozitron'a
pozitrono	pozitron'o
poznano	poznan'o
praa	pra'a
praaj	pra'a'j
praajn	pra'a'j'n
praan	pra'a'n
praarbaro	pra'arb'ar'o
praarbaroj	pra'arb'ar'o'j
praarbaron	pra'arb'ar'o'n
praavo	pra'av'o
praavoj	pra'av'o'j
praavino	pra'av'in'o
prabulgaroj	pra'bulgar'o'j
praĉeloj	pra'ĉel'o'j
praeksplodo	pra'eksplod'o
praepoko	pra'epok'o
praformo	pra'form'o
praformoj	pra'form'o'j
pragepatroj	pra'ge'patr'o'j
praĝermana	pra'ĝerman'a
prahindeŭropa	pra'hind'eŭrop'a
prahistoria	pra'histori'a
prahistoriaj	pra'histori'a'j
prahistoriajn	pra'histori'a'j'n
prahistorian	pra'histori'a'n
prahistorio	pra'histori'o
prahomaj	pra'hom'a'j
prahomo	pra'hom'o
prahomoj	pra'hom'o'j
prakatolika	pra'katolik'a
prakristana	pra'krist'an'a
prakristanaj	pra'krist'an'a'j
pralingvo	pra'lingv'o
praloĝantoj	pra'loĝ'ant'o'j
pranepo	pra'nep'o
pranepoj	pra'nep'o'j
praonklo	pra'onkl'o
prapatra	pra'patr'a
prapatran	pra'patr'a'n
prapatro	pra'patr'o
prapatroj	pra'patr'o'j
prapatrojn	pra'patr'o'j'n
prapatron	pra'patr'o'n
prapatroĉeloj	pra'patr'o'ĉel'o'j
prapeko	pra'pek'o
prapiano	pra'pian'o
prapraavo	pra'pra'av'o
praroko	pra'rok'o
pratempa	pra'temp'a
pratempaj	pra'temp'a'j
pratempo	pra'temp'o
pratempoj	pra'temp'o'j
praula	pra'ul'a
praulaj	pra'ul'a'j
praulajn	pra'ul'a'j'n
praulan	pra'ul'a'n
praulo	pra'ul'o
prauloj	pra'ul'o'j
praulojn	pra'ul'o'j'n
praulon	pra'ul'o'n
praularo	pra'ul'ar'o
pragmata	pragmat'a
pragmataj	pragmat'a'j
pragmatan	pragmat'a'n
pragmate	pragmat'e
pragmatismo	pragmat'ism'o
pragmatismon	pragmat'ism'o'n
pragmatistoj	pragmat'ist'o'j
pragmatika	pragmatik'a
pragmatiko	pragmatik'o
praha	prah'a
praktika	praktik'a
praktikaj	praktik'a'j
praktikajn	praktik'a'j'n
praktikan	praktik'a'n
praktikas	praktik'as
praktike	praktik'e
praktiki	praktik'i
praktikis	praktik'is
praktiko	praktik'o
praktikoj	praktik'o'j
praktikojn	praktik'o'j'n
praktikon	praktik'o'n
praktikos	praktik'os
praktiku	praktik'u
praktikadi	praktik'ad'i
praktikadis	praktik'ad'is
praktikado	praktik'ad'o
praktikadon	praktik'ad'o'n
praktikanta	praktik'ant'a
praktikantaj	praktik'ant'a'j
praktikante	praktik'ant'e
praktikanto	praktik'ant'o
praktikantoj	praktik'ant'o'j
praktikata	praktik'at'a
praktikataj	praktik'at'a'j
praktikebla	praktik'ebl'a
praktikeco	praktik'ec'o
praktikecon	praktik'ec'o'n
praktikejo	praktik'ej'o
praktikema	praktik'em'a
praktikiĝas	praktik'iĝ'as
praktikita	praktik'it'a
praktikitaj	praktik'it'a'j
praktikperiodo	praktik'period'o
pramo	pram'o
pramoj	pram'o'j
pramon	pram'o'n
pramejo	pram'ej'o
pramisto	pram'ist'o
pramŝipo	pram'ŝip'o
prava	prav'a
pravaj	prav'a'j
pravajn	prav'a'j'n
pravan	prav'a'n
pravas	prav'as
prave	prav'e
pravi	prav'i
pravis	prav'is
pravo	prav'o
pravon	prav'o'n
pravos	prav'os
pravus	prav'us
praveco	prav'ec'o
pravecon	prav'ec'o'n
pravigas	prav'ig'as
pravigi	prav'ig'i
pravigis	prav'ig'is
pravigo	prav'ig'o
pravigoj	prav'ig'o'j
pravigojn	prav'ig'o'j'n
pravigon	prav'ig'o'n
pravigos	prav'ig'os
pravigu	prav'ig'u
pravigus	prav'ig'us
pravigado	prav'ig'ad'o
praviganta	prav'ig'ant'a
pravigante	prav'ig'ant'e
pravigebla	prav'ig'ebl'a
pravigeblaj	prav'ig'ebl'a'j
pravigeblas	prav'ig'ebl'as
pravigeble	prav'ig'ebl'e
pravigita	prav'ig'it'a
pravigitaj	prav'ig'it'a'j
pravigite	prav'ig'it'e
precedenco	precedenc'o
precedencoj	precedenc'o'j
precedencojn	precedenc'o'j'n
precedencon	precedenc'o'n
preceptoj	precept'o'j
preceptojn	precept'o'j'n
precesio	precesi'o
precipa	precip'a
precipaj	precip'a'j
precipajn	precip'a'j'n
precipan	precip'a'n
precipe	precip'e
precipitado	precipit'ad'o
precipitaĵo	precipit'aĵ'o
precipitaĵoj	precipit'aĵ'o'j
precipitaĵon	precipit'aĵ'o'n
precipitiĝas	precipit'iĝ'as
preciza	preciz'a
precizaj	preciz'a'j
precizajn	preciz'a'j'n
precizan	preciz'a'n
precize	preciz'e
precizo	preciz'o
precizon	preciz'o'n
precizecaj	preciz'ec'a'j
precizeco	preciz'ec'o
precizecon	preciz'ec'o'n
precizegaj	preciz'eg'a'j
precizema	preciz'em'a
preciziga	preciz'ig'a
precizigaj	preciz'ig'a'j
precizigas	preciz'ig'as
precizigi	preciz'ig'i
precizigis	preciz'ig'is
precizigo	preciz'ig'o
precizigon	preciz'ig'o'n
precizigu	preciz'ig'u
precizigado	preciz'ig'ad'o
precizigante	preciz'ig'ant'e
precizigita	preciz'ig'it'a
precizigitaj	preciz'ig'it'a'j
precizigitajn	preciz'ig'it'a'j'n
precizigitan	preciz'ig'it'a'n
precizigite	preciz'ig'it'e
predas	pred'as
predi	pred'i
predo	pred'o
predoj	pred'o'j
predojn	pred'o'j'n
predon	pred'o'n
predado	pred'ad'o
predadon	pred'ad'o'n
predanto	pred'ant'o
predantoj	pred'ant'o'j
predantojn	pred'ant'o'j'n
predanton	pred'ant'o'n
predspecioj	pred'speci'o'j
predikas	predik'as
prediki	predik'i
predikis	predik'is
prediko	predik'o
predikoj	predik'o'j
predikojn	predik'o'j'n
predikon	predik'o'n
predikos	predik'os
prediku	predik'u
predikadis	predik'ad'is
predikado	predik'ad'o
predikadon	predik'ad'o'n
predikante	predik'ant'e
predikanto	predik'ant'o
predikantoj	predik'ant'o'j
predikato	predik'at'o
predikatoj	predik'at'o'j
predikatojn	predik'at'o'j'n
predikaton	predik'at'o'n
predikejo	predik'ej'o
predikisto	predik'ist'o
predikistoj	predik'ist'o'j
predikata	predikat'a
predikato	predikat'o
predikatoj	predikat'o'j
predikatojn	predikat'o'j'n
predikaton	predikat'o'n
predikativa	predikativ'a
predikativo	predikativ'o
predikativoj	predikativ'o'j
prefaco	prefac'o
prefekto	prefekt'o
prefektoj	prefekt'o'j
prefektejo	prefekt'ej'o
prefektejoj	prefekt'ej'o'j
prefektujo	prefekt'uj'o
prefera	prefer'a
preferas	prefer'as
prefere	prefer'e
preferi	prefer'i
preferis	prefer'is
prefero	prefer'o
preferoj	prefer'o'j
preferojn	prefer'o'j'n
preferon	prefer'o'n
preferos	prefer'os
preferu	prefer'u
preferus	prefer'us
preferado	prefer'ad'o
preferanta	prefer'ant'a
preferantaj	prefer'ant'a'j
preferante	prefer'ant'e
preferata	prefer'at'a
preferataj	prefer'at'a'j
preferatajn	prefer'at'a'j'n
preferatan	prefer'at'a'n
preferate	prefer'at'e
prefereble	prefer'ebl'e
preferinda	prefer'ind'a
preferindaj	prefer'ind'a'j
preferindas	prefer'ind'as
preferinde	prefer'ind'e
preferindus	prefer'ind'us
preferinta	prefer'int'a
preferintus	prefer'int'us
preferita	prefer'it'a
preferitaj	prefer'it'a'j
preferitajn	prefer'it'a'j'n
preferitan	prefer'it'a'n
preferite	prefer'it'e
prefikso	prefiks'o
prefiksoj	prefiks'o'j
prefiksojn	prefiks'o'j'n
prefikson	prefiks'o'n
prefikseca	prefiks'ec'a
prefiksece	prefiks'ec'e
prefiksita	prefiks'it'a
prefiksitaj	prefiks'it'a'j
preĝa	preĝ'a
preĝaj	preĝ'a'j
preĝas	preĝ'as
preĝe	preĝ'e
preĝi	preĝ'i
preĝis	preĝ'is
preĝo	preĝ'o
preĝoj	preĝ'o'j
preĝojn	preĝ'o'j'n
preĝon	preĝ'o'n
preĝos	preĝ'os
preĝu	preĝ'u
preĝus	preĝ'us
preĝadis	preĝ'ad'is
preĝado	preĝ'ad'o
preĝadoj	preĝ'ad'o'j
preĝadon	preĝ'ad'o'n
preĝanta	preĝ'ant'a
preĝantaj	preĝ'ant'a'j
preĝante	preĝ'ant'e
preĝanto	preĝ'ant'o
preĝantoj	preĝ'ant'o'j
preĝata	preĝ'at'a
preĝeja	preĝ'ej'a
preĝejaj	preĝ'ej'a'j
preĝejajn	preĝ'ej'a'j'n
preĝejan	preĝ'ej'a'n
preĝejo	preĝ'ej'o
preĝejoj	preĝ'ej'o'j
preĝejojn	preĝ'ej'o'j'n
preĝejon	preĝ'ej'o'n
preĝejeto	preĝ'ej'et'o
preĝhalo	preĝ'hal'o
preĝlibro	preĝ'libr'o
preĝlibroj	preĝ'libr'o'j
preĝlibron	preĝ'libr'o'n
prelato	prelat'o
prelatoj	prelat'o'j
prelega	preleg'a
prelegas	preleg'as
prelegi	preleg'i
prelegis	preleg'is
prelego	preleg'o
prelegoj	preleg'o'j
prelegojn	preleg'o'j'n
prelegon	preleg'o'n
prelegos	preleg'os
prelegado	preleg'ad'o
prelegante	preleg'ant'e
preleganto	preleg'ant'o
prelegantoj	preleg'ant'o'j
prelegantojn	preleg'ant'o'j'n
preleganton	preleg'ant'o'n
prelegaro	preleg'ar'o
prelegejo	preleg'ej'o
prelegisto	preleg'ist'o
preludo	prelud'o
preludon	prelud'o'n
prema	prem'a
premaj	prem'a'j
preman	prem'a'n
premas	prem'as
preme	prem'e
premi	prem'i
premis	prem'is
premo	prem'o
premoj	prem'o'j
premojn	prem'o'j'n
premon	prem'o'n
premos	prem'os
premu	prem'u
premus	prem'us
premadas	prem'ad'as
premadi	prem'ad'i
premadis	prem'ad'is
premado	prem'ad'o
premadon	prem'ad'o'n
premaero	prem'aer'o
premaeron	prem'aer'o'n
premanta	prem'ant'a
premantaj	prem'ant'a'j
premante	prem'ant'e
premata	prem'at'a
premataj	prem'at'a'j
premdiferenco	prem'diferenc'o
premdiferencoj	prem'diferenc'o'j
premegas	prem'eg'as
premegis	prem'eg'is
premfalo	prem'fal'o
premforto	prem'fort'o
premforton	prem'fort'o'n
premgrupo	prem'grup'o
premgrupoj	prem'grup'o'j
premiĝas	prem'iĝ'as
premiĝis	prem'iĝ'is
premilo	prem'il'o
preminte	prem'int'e
premita	prem'it'a
premitaj	prem'it'a'j
premitan	prem'it'a'n
premite	prem'it'e
premsigno	prem'sign'o
premsignoj	prem'sign'o'j
premsignojn	prem'sign'o'j'n
premsignon	prem'sign'o'n
premsonĝo	prem'sonĝ'o
premujo	prem'uj'o
premia	premi'a
premias	premi'as
premii	premi'i
premiis	premi'is
premio	premi'o
premioj	premi'o'j
premiojn	premi'o'j'n
premion	premi'o'n
premios	premi'os
premiado	premi'ad'o
premiante	premi'ant'e
premiita	premi'it'a
premiitaj	premi'it'a'j
premiitajn	premi'it'a'j'n
premiito	premi'it'o
premiitoj	premi'it'o'j
premioceremonio	premi'o'ceremoni'o
premiere	premier'e
premieris	premier'is
premiero	premier'o
premieroj	premier'o'j
premieron	premier'o'n
premisas	premis'as
premiso	premis'o
premisoj	premis'o'j
premisojn	premis'o'j'n
prenas	pren'as
preni	pren'i
prenis	pren'is
preno	pren'o
prenoj	pren'o'j
prenon	pren'o'n
prenos	pren'os
prenu	pren'u
prenus	pren'us
prenadis	pren'ad'is
prenado	pren'ad'o
prenanta	pren'ant'a
prenantaj	pren'ant'a'j
prenantan	pren'ant'a'n
prenante	pren'ant'e
prenanto	pren'ant'o
prenata	pren'at'a
prenataj	pren'at'a'j
prenilo	pren'il'o
preniloj	pren'il'o'j
preninta	pren'int'a
prenintaj	pren'int'a'j
preninte	pren'int'e
prenintus	pren'int'us
prenita	pren'it'a
prenitaj	pren'it'a'j
prenitajn	pren'it'a'j'n
prenitan	pren'it'a'n
prenite	pren'it'e
prenota	pren'ot'a
prepara	prepar'a
preparaj	prepar'a'j
preparajn	prepar'a'j'n
preparan	prepar'a'n
preparas	prepar'as
prepare	prepar'e
prepari	prepar'i
preparis	prepar'is
preparo	prepar'o
preparoj	prepar'o'j
preparojn	prepar'o'j'n
preparon	prepar'o'n
preparos	prepar'os
preparu	prepar'u
preparus	prepar'us
preparadis	prepar'ad'is
preparado	prepar'ad'o
preparadoj	prepar'ad'o'j
preparadon	prepar'ad'o'n
preparaĵo	prepar'aĵ'o
preparaĵoj	prepar'aĵ'o'j
preparanta	prepar'ant'a
preparantaj	prepar'ant'a'j
preparantas	prepar'ant'as
preparante	prepar'ant'e
preparata	prepar'at'a
preparataj	prepar'at'a'j
preparatas	prepar'at'as
preparebla	prepar'ebl'a
prepareblaj	prepar'ebl'a'j
prepareblas	prepar'ebl'as
prepariĝas	prepar'iĝ'as
prepariĝi	prepar'iĝ'i
prepariĝis	prepar'iĝ'is
prepariĝo	prepar'iĝ'o
prepariĝu	prepar'iĝ'u
prepariĝante	prepar'iĝ'ant'e
preparinta	prepar'int'a
preparinte	prepar'int'e
preparita	prepar'it'a
preparitaj	prepar'it'a'j
preparitajn	prepar'it'a'j'n
preparitan	prepar'it'a'n
preparite	prepar'it'e
prepariteco	prepar'it'ec'o
preparitecon	prepar'it'ec'o'n
preparlaboro	prepar'labor'o
preparlaboroj	prepar'labor'o'j
preparlaboron	prepar'labor'o'n
preposto	prepost'o
prepozicia	prepozici'a
prepoziciaj	prepozici'a'j
prepozicio	prepozici'o
prepozicioj	prepozici'o'j
prepoziciojn	prepozici'o'j'n
prepozicion	prepozici'o'n
prepucio	prepuci'o
prepucion	prepuci'o'n
prerio	preri'o
prerioj	preri'o'j
preriojn	preri'o'j'n
prerogativo	prerogativ'o
prerogativoj	prerogativ'o'j
prerogativojn	prerogativ'o'j'n
prerogativon	prerogativ'o'n
presa	pres'a
presas	pres'as
presi	pres'i
presis	pres'is
preso	pres'o
presos	pres'os
presado	pres'ad'o
presadon	pres'ad'o'n
presaĵo	pres'aĵ'o
presaĵoj	pres'aĵ'o'j
presaĵojn	pres'aĵ'o'j'n
presaĵon	pres'aĵ'o'n
presaĵkreado	pres'aĵ'kre'ad'o
presanta	pres'ant'a
presantaj	pres'ant'a'j
presantan	pres'ant'a'n
presante	pres'ant'e
presarto	pres'art'o
presata	pres'at'a
presataj	pres'at'a'j
presejo	pres'ej'o
presejoj	pres'ej'o'j
presejon	pres'ej'o'n
preseraro	pres'erar'o
preseraroj	pres'erar'o'j
preserarojn	pres'erar'o'j'n
preserargrafika	pres'erar'grafik'a
preserargrafikaj	pres'erar'grafik'a'j
presigas	pres'ig'as
presigi	pres'ig'i
presigis	pres'ig'is
presigo	pres'ig'o
presiĝis	pres'iĝ'is
presilo	pres'il'o
presiloj	pres'il'o'j
presilon	pres'il'o'n
presisto	pres'ist'o
presistoj	pres'ist'o'j
presita	pres'it'a
presitaj	pres'it'a'j
presitajn	pres'it'a'j'n
presitan	pres'it'a'n
presite	pres'it'e
presliteroj	pres'liter'o'j
presmaŝino	pres'maŝin'o
presorgano	pres'organ'o
prespreta	pres'pret'a
presbitoj	presbit'o'j
presbitera	presbiter'a
presbitero	presbiter'o
presbiteroj	presbiter'o'j
presbiterejo	presbiter'ej'o
presbiterkristana	presbiter'krist'an'a
presbiterianoj	presbiterian'o'j
preskaŭ	preskaŭ
preskaŭa	preskaŭ'a
preskaŭesprima	preskaŭ'esprim'a
preskriba	preskrib'a
preskribaj	preskrib'a'j
preskribas	preskrib'as
preskribi	preskrib'i
preskribis	preskrib'is
preskribo	preskrib'o
preskriboj	preskrib'o'j
preskribojn	preskrib'o'j'n
preskribon	preskrib'o'n
preskribado	preskrib'ad'o
preskribita	preskrib'it'a
preskribitaj	preskrib'it'a'j
preskribitajn	preskrib'it'a'j'n
preskribitan	preskrib'it'a'n
prestiĝa	prestiĝ'a
prestigha	prestiĝ'a
prestiĝaj	prestiĝ'a'j
prestiĝajn	prestiĝ'a'j'n
prestiĝan	prestiĝ'a'n
prestigho	prestiĝ'o
prestiĝo	prestiĝ'o
prestiĝon	prestiĝ'o'n
preta	pret'a
pretaj	pret'a'j
pretajn	pret'a'j'n
pretan	pret'a'n
pretas	pret'as
prete	pret'e
preti	pret'i
pretis	pret'is
preto	pret'o
pretos	pret'os
pretu	pret'u
pretus	pret'us
preteco	pret'ec'o
pretecon	pret'ec'o'n
pretigas	pret'ig'as
pretigi	pret'ig'i
pretigis	pret'ig'is
pretigo	pret'ig'o
pretigon	pret'ig'o'n
pretigos	pret'ig'os
pretigu	pret'ig'u
pretigado	pret'ig'ad'o
pretiganta	pret'ig'ant'a
pretigante	pret'ig'ant'e
pretigataj	pret'ig'at'a'j
pretigita	pret'ig'it'a
pretigitaj	pret'ig'it'a'j
pretigitajn	pret'ig'it'a'j'n
pretigpotenco	pret'ig'potenc'o
pretiĝas	pret'iĝ'as
pretiĝi	pret'iĝ'i
pretiĝis	pret'iĝ'is
pretiĝu	pret'iĝ'u
pretitaj	pret'it'a'j
pretmanĝaĵoj	pret'manĝ'aĵ'o'j
pretekstas	pretekst'as
pretekste	pretekst'e
pretekstis	pretekst'is
preteksto	pretekst'o
pretekstoj	pretekst'o'j
pretekstojn	pretekst'o'j'n
pretekston	pretekst'o'n
pretekstante	pretekst'ant'e
pretenda	pretend'a
pretendas	pretend'as
pretendi	pretend'i
pretendis	pretend'is
pretendo	pretend'o
pretendoj	pretend'o'j
pretendojn	pretend'o'j'n
pretendon	pretend'o'n
pretendu	pretend'u
pretendus	pretend'us
pretendante	pretend'ant'e
pretendata	pretend'at'a
pretendema	pretend'em'a
pretendemaj	pretend'em'a'j
preter	preter
preteras	preter'as
pretere	preter'e
preteri	preter'i
preteris	preter'is
preteratentas	preter'atent'as
preteratenti	preter'atent'i
preteratentis	preter'atent'is
preteratentu	preter'atent'u
preteratentanta	preter'atent'ant'a
preteratentante	preter'atent'ant'e
preteratentita	preter'atent'it'a
preteratentitaj	preter'atent'it'a'j
preterdormis	preter'dorm'is
preterflugas	preter'flug'as
preterflugis	preter'flug'is
preterintenca	preter'intenc'a
preterintence	preter'intenc'e
preteriras	preter'ir'as
preteriri	preter'ir'i
preteriris	preter'ir'is
preteriros	preter'ir'os
preteriranta	preter'ir'ant'a
preterirante	preter'ir'ant'e
preterirantoj	preter'ir'ant'o'j
preteririta	preter'ir'it'a
preteriritaj	preter'ir'it'a'j
preterkuris	preter'kur'is
preterlasas	preter'las'as
preterlasi	preter'las'i
preterlasis	preter'las'is
preterlaso	preter'las'o
preterlasoj	preter'las'o'j
preterlasos	preter'las'os
preterlasu	preter'las'u
preterlasus	preter'las'us
preterlasante	preter'las'ant'e
preterlasita	preter'las'it'a
preterlasitaj	preter'las'it'a'j
pretermemora	preter'memor'a
preterpasa	preter'pas'a
preterpasas	preter'pas'as
preterpase	preter'pas'e
preterpasi	preter'pas'i
preterpasis	preter'pas'is
preterpaso	preter'pas'o
preterpasos	preter'pas'os
preterpasu	preter'pas'u
preterpasado	preter'pas'ad'o
preterpasanta	preter'pas'ant'a
preterpasantaj	preter'pas'ant'a'j
preterpasantajn	preter'pas'ant'a'j'n
preterpasantan	preter'pas'ant'a'n
preterpasante	preter'pas'ant'e
preterpasanto	preter'pas'ant'o
preterpasantoj	preter'pas'ant'o'j
preterpasantojn	preter'pas'ant'o'j'n
preterpasinte	preter'pas'int'e
preterpasita	preter'pas'it'a
preterpasitaj	preter'pas'it'a'j
preterpasite	preter'pas'it'e
preterpaŝis	preter'paŝ'is
preterplanaj	preter'plan'a'j
preterveturi	preter'vetur'i
preterveturis	preter'vetur'is
preterveturanta	preter'vetur'ant'a
pretervidas	preter'vid'as
pretervidi	preter'vid'i
pretervidis	preter'vid'is
pretervivi	preter'viv'i
pretervivis	preter'viv'is
pretervojo	preter'voj'o
pretervola	preter'vol'a
pretervolaj	preter'vol'a'j
pretervole	preter'vol'e
preterito	preterit'o
preteriton	preterit'o'n
pretoro	pretor'o
pretoroj	pretor'o'j
pretorio	pretori'o
pretoriana	pretori'an'a
pretorianoj	pretori'an'o'j
preventa	prevent'a
preventaj	prevent'a'j
preventajn	prevent'a'j'n
preventan	prevent'a'n
preventas	prevent'as
preventi	prevent'i
preventis	prevent'is
prevento	prevent'o
preventon	prevent'o'n
preventado	prevent'ad'o
preventadon	prevent'ad'o'n
preventebla	prevent'ebl'a
preventilo	prevent'il'o
preza	prez'a
prezo	prez'o
prezoj	prez'o'j
prezojn	prez'o'j'n
prezon	prez'o'n
prezaltiĝo	prez'alt'iĝ'o
prezaltiĝoj	prez'alt'iĝ'o'j
prezaro	prez'ar'o
prezaron	prez'ar'o'n
preziga	prez'ig'a
prezigi	prez'ig'i
prezigado	prez'ig'ad'o
preziganta	prez'ig'ant'a
prezigita	prez'ig'it'a
prezkontroloj	prez'kontrol'o'j
prezenca	prezenc'a
prezenco	prezenc'o
prezencoj	prezenc'o'j
prezenta	prezent'a
prezentaj	prezent'a'j
prezentan	prezent'a'n
prezentas	prezent'as
prezenti	prezent'i
prezentis	prezent'is
prezento	prezent'o
prezentoj	prezent'o'j
prezentojn	prezent'o'j'n
prezenton	prezent'o'n
prezentos	prezent'os
prezentu	prezent'u
prezentus	prezent'us
prezentada	prezent'ad'a
prezentadis	prezent'ad'is
prezentado	prezent'ad'o
prezentadoj	prezent'ad'o'j
prezentadojn	prezent'ad'o'j'n
prezentadon	prezent'ad'o'n
prezentaĵo	prezent'aĵ'o
prezentaĵoj	prezent'aĵ'o'j
prezentaĵojn	prezent'aĵ'o'j'n
prezentaĵon	prezent'aĵ'o'n
prezentanta	prezent'ant'a
prezentantaj	prezent'ant'a'j
prezentantajn	prezent'ant'a'j'n
prezentantan	prezent'ant'a'n
prezentante	prezent'ant'e
prezentanto	prezent'ant'o
prezentantoj	prezent'ant'o'j
prezentartoj	prezent'art'o'j
prezentata	prezent'at'a
prezentataj	prezent'at'a'j
prezentatas	prezent'at'as
prezentebla	prezent'ebl'a
prezenteblaj	prezent'ebl'a'j
prezentiĝas	prezent'iĝ'as
prezentiĝi	prezent'iĝ'i
prezentiĝis	prezent'iĝ'is
prezentiĝo	prezent'iĝ'o
prezentiĝoj	prezent'iĝ'o'j
prezentiĝojn	prezent'iĝ'o'j'n
prezentiĝon	prezent'iĝ'o'n
prezentiĝos	prezent'iĝ'os
prezentiĝus	prezent'iĝ'us
prezentiĝante	prezent'iĝ'ant'e
prezentinta	prezent'int'a
prezentisto	prezent'ist'o
prezentistoj	prezent'ist'o'j
prezentistojn	prezent'ist'o'j'n
prezentiston	prezent'ist'o'n
prezentita	prezent'it'a
prezentitaj	prezent'it'a'j
prezentitajn	prezent'it'a'j'n
prezentitan	prezent'it'a'n
prezentite	prezent'it'e
prezentota	prezent'ot'a
prezida	prezid'a
prezidas	prezid'as
prezidi	prezid'i
prezidis	prezid'is
prezido	prezid'o
prezidon	prezid'o'n
prezidos	prezid'os
prezidado	prezid'ad'o
prezidadoficiro	prezid'ad'oficir'o
prezidanta	prezid'ant'a
prezidantaj	prezid'ant'a'j
prezidantan	prezid'ant'a'n
prezidante	prezid'ant'e
prezidanto	prezid'ant'o
prezidantoj	prezid'ant'o'j
prezidantojn	prezid'ant'o'j'n
prezidanton	prezid'ant'o'n
prezidantaro	prezid'ant'ar'o
prezidanteco	prezid'ant'ec'o
prezidantecon	prezid'ant'ec'o'n
prezidantedzino	prezid'ant'edz'in'o
prezidantelekto	prezid'ant'elekt'o
prezidantelektoj	prezid'ant'elekt'o'j
prezidantiĝo	prezid'ant'iĝ'o
prezidantino	prezid'ant'in'o
prezidantinon	prezid'ant'in'o'n
prezidata	prezid'at'a
prezidinto	prezid'int'o
prezidita	prezid'it'a
prezidenta	prezident'a
prezidentaj	prezident'a'j
prezidentajn	prezident'a'j'n
prezidentan	prezident'a'n
prezidento	prezident'o
prezidentoj	prezident'o'j
prezidenton	prezident'o'n
prezidenteco	prezident'ec'o
prezidentecon	prezident'ec'o'n
prezidentedzino	prezident'edz'in'o
prezidentejo	prezident'ej'o
prezidentelekto	prezident'elekt'o
prezidentiĝo	prezident'iĝ'o
prezidentino	prezident'in'o
prezidio	prezidi'o
pri	pri
prie	pri'e
priama	pri'am'a
